0 -0.373777
1 -3.2175
2 -3.59916
3 -3.65673
4 -3.6923
5 -3.71891
6 -3.73938
7 -3.7551
8 -3.76707
9 -3.77611
10 -3.78287
11 -3.78791
12 -3.79164
13 -3.79439
14 -3.79641
15 -3.7979
16 -3.79898
17 -3.79978
18 -3.80036
19 -3.80079
20 -3.8011
21 -3.80133
22 -3.80149
23 -3.80161
24 -3.8017
25 -3.80176
26 -3.80181
27 -3.80185
28 -3.80187
29 -3.80189
30 -3.8019
31 -3.80191
32 -3.80192
33 -3.80192
34 -3.80193
35 -3.80193
36 -3.80193
37 -3.80193
38 -3.80193
39 -3.80194
40 -3.80194
41 -3.80194
42 -3.80194
43 -3.80194
44 -3.80194
45 -3.80194
46 -3.80194
47 -3.80194
48 -3.80194
49 -3.80194
