-1675 -3020.36 -3769.45 -3771.99 -3026.05 -1679.56 
-3020.36 -5446.28 -6797.04 -6801.62 -5456.56 -3028.57 
-3769.45 -6797.04 -8482.81 -8488.52 -6809.86 -3779.7 
-3771.99 -6801.62 -8488.52 -8494.25 -6814.45 -3782.25 
-3026.05 -5456.56 -6809.86 -6814.45 -5466.85 -3034.29 
-1679.56 -3028.57 -3779.7 -3782.25 -3034.29 -1684.13 
