-10 -nan
-9.97998 -nan
-9.95996 -nan
-9.93994 -nan
-9.91992 -nan
-9.8999 -nan
-9.87988 -nan
-9.85986 -nan
-9.83984 -nan
-9.81982 -nan
-9.7998 -nan
-9.77978 -nan
-9.75976 -nan
-9.73974 -nan
-9.71972 -nan
-9.6997 -nan
-9.67968 -nan
-9.65966 -nan
-9.63964 -nan
-9.61962 -nan
-9.5996 -nan
-9.57958 -nan
-9.55956 -nan
-9.53954 -nan
-9.51952 -nan
-9.4995 -nan
-9.47948 -nan
-9.45946 -nan
-9.43944 -nan
-9.41942 -nan
-9.3994 -nan
-9.37938 -nan
-9.35936 -nan
-9.33934 -nan
-9.31932 -nan
-9.2993 -nan
-9.27928 -nan
-9.25926 -nan
-9.23924 -nan
-9.21922 -nan
-9.1992 -nan
-9.17918 -nan
-9.15916 -nan
-9.13914 -nan
-9.11912 -nan
-9.0991 -nan
-9.07908 -nan
-9.05906 -nan
-9.03904 -nan
-9.01902 -nan
-8.999 -nan
-8.97898 -nan
-8.95896 -nan
-8.93894 -nan
-8.91892 -nan
-8.8989 -nan
-8.87888 -nan
-8.85886 -nan
-8.83884 -nan
-8.81882 -nan
-8.7988 -nan
-8.77878 -nan
-8.75876 -nan
-8.73874 -nan
-8.71872 -nan
-8.6987 -nan
-8.67868 -nan
-8.65866 -nan
-8.63864 -nan
-8.61862 -nan
-8.5986 -nan
-8.57858 -nan
-8.55856 -nan
-8.53854 -nan
-8.51852 -nan
-8.4985 -nan
-8.47848 -nan
-8.45846 -nan
-8.43844 -nan
-8.41842 -nan
-8.3984 -nan
-8.37838 -nan
-8.35836 -nan
-8.33834 -nan
-8.31832 -nan
-8.2983 -nan
-8.27828 -nan
-8.25826 -nan
-8.23824 -nan
-8.21822 -nan
-8.1982 -nan
-8.17818 -nan
-8.15816 -nan
-8.13814 -nan
-8.11812 -nan
-8.0981 -nan
-8.07808 -nan
-8.05806 -nan
-8.03804 -nan
-8.01802 -nan
-7.998 -nan
-7.97798 -nan
-7.95796 -nan
-7.93794 -nan
-7.91792 -nan
-7.8979 -nan
-7.87788 -nan
-7.85786 -nan
-7.83784 -nan
-7.81782 -nan
-7.7978 -nan
-7.77778 -nan
-7.75776 -nan
-7.73774 -nan
-7.71772 -nan
-7.6977 -nan
-7.67768 -nan
-7.65766 -nan
-7.63764 -nan
-7.61762 -nan
-7.5976 -nan
-7.57758 -nan
-7.55756 -nan
-7.53754 -nan
-7.51752 -nan
-7.4975 -nan
-7.47748 -nan
-7.45746 -nan
-7.43744 -nan
-7.41742 -nan
-7.3974 -nan
-7.37738 -nan
-7.35736 -nan
-7.33734 -nan
-7.31732 -nan
-7.2973 -nan
-7.27728 -nan
-7.25726 -nan
-7.23724 -nan
-7.21722 -nan
-7.1972 -nan
-7.17718 -nan
-7.15716 -nan
-7.13714 -nan
-7.11712 -nan
-7.0971 -nan
-7.07708 -nan
-7.05706 -nan
-7.03704 -nan
-7.01702 -nan
-6.997 -nan
-6.97698 -nan
-6.95696 -nan
-6.93694 -nan
-6.91692 -nan
-6.8969 -nan
-6.87688 -nan
-6.85686 -nan
-6.83684 -nan
-6.81682 -nan
-6.7968 -nan
-6.77678 -nan
-6.75676 -nan
-6.73674 -nan
-6.71672 -nan
-6.6967 -nan
-6.67668 -nan
-6.65666 -nan
-6.63664 -nan
-6.61662 -nan
-6.5966 -nan
-6.57658 -nan
-6.55656 -nan
-6.53654 -nan
-6.51652 -nan
-6.4965 -nan
-6.47648 -nan
-6.45646 -nan
-6.43644 -nan
-6.41642 -nan
-6.3964 -nan
-6.37638 -nan
-6.35636 -nan
-6.33634 -nan
-6.31632 -nan
-6.2963 -nan
-6.27628 -nan
-6.25626 -nan
-6.23624 -nan
-6.21622 -nan
-6.1962 -nan
-6.17618 -nan
-6.15616 -nan
-6.13614 -nan
-6.11612 -nan
-6.0961 -nan
-6.07608 -nan
-6.05606 -nan
-6.03604 -nan
-6.01602 -nan
-5.996 -nan
-5.97598 -nan
-5.95596 -nan
-5.93594 -nan
-5.91592 -nan
-5.8959 -nan
-5.87588 -nan
-5.85586 -nan
-5.83584 -nan
-5.81582 -nan
-5.7958 -nan
-5.77578 -nan
-5.75576 -nan
-5.73574 -nan
-5.71572 -nan
-5.6957 -nan
