-10 3.86024e-12
-9.97998 4.57485e-12
-9.95996 5.41921e-12
-9.93994 6.41637e-12
-9.91992 7.59343e-12
-9.8999 8.98219e-12
-9.87988 1.06199e-11
-9.85986 1.25503e-11
-9.83984 1.48245e-11
-9.81982 1.75026e-11
-9.7998 2.06547e-11
-9.77978 2.43629e-11
-9.75976 2.87232e-11
-9.73974 3.38478e-11
-9.71972 3.98678e-11
-9.6997 4.6936e-11
-9.67968 5.52311e-11
-9.65966 6.49612e-11
-9.63964 7.6369e-11
-9.61962 8.97373e-11
-9.5996 1.05395e-10
-9.57958 1.23726e-10
-9.55956 1.45176e-10
-9.53954 1.70262e-10
-9.51952 1.99588e-10
-9.4995 2.33853e-10
-9.47948 2.73868e-10
-9.45946 3.20576e-10
-9.43944 3.7507e-10
-9.41942 4.38616e-10
-9.3994 5.1268e-10
-9.37938 5.98962e-10
-9.35936 6.99427e-10
-9.33934 8.16348e-10
-9.31932 9.52353e-10
-9.2993 1.11048e-09
-9.27928 1.29423e-09
-9.25926 1.50766e-09
-9.23924 1.75542e-09
-9.21922 2.04292e-09
-9.1992 2.37634e-09
-9.17918 2.76282e-09
-9.15916 3.2106e-09
-9.13914 3.72913e-09
-9.11912 4.32929e-09
-9.0991 5.02358e-09
-9.07908 5.82636e-09
-9.05906 6.75411e-09
-9.03904 7.82574e-09
-9.01902 9.06295e-09
-8.999 1.04906e-08
-8.97898 1.21371e-08
-8.95896 1.40352e-08
-8.93894 1.62221e-08
-8.91892 1.87404e-08
-8.8989 2.1639e-08
-8.87888 2.49736e-08
-8.85886 2.88077e-08
-8.83884 3.3214e-08
-8.81882 3.82752e-08
-8.7988 4.40856e-08
-8.77878 5.07529e-08
-8.75876 5.83993e-08
-8.73874 6.71642e-08
-8.71872 7.72059e-08
-8.6987 8.87046e-08
-8.67868 1.01865e-07
-8.65866 1.16919e-07
-8.63864 1.3413e-07
-8.61862 1.53797e-07
-8.5986 1.76259e-07
-8.57858 2.019e-07
-8.55856 2.31154e-07
-8.53854 2.64513e-07
-8.51852 3.02533e-07
-8.4985 3.45842e-07
-8.47848 3.9515e-07
-8.45846 4.51259e-07
-8.43844 5.15072e-07
-8.41842 5.87609e-07
-8.3984 6.7002e-07
-8.37838 7.63597e-07
-8.35836 8.69798e-07
-8.33834 9.90261e-07
-8.31832 1.12683e-06
-8.2983 1.28157e-06
-8.27828 1.45681e-06
-8.25826 1.65516e-06
-8.23824 1.87954e-06
-8.21822 2.13324e-06
-8.1982 2.41992e-06
-8.17818 2.7437e-06
-8.15816 3.10919e-06
-8.13814 3.52153e-06
-8.11812 3.98647e-06
-8.0981 4.51044e-06
-8.07808 5.10061e-06
-8.05806 5.76496e-06
-8.03804 6.51243e-06
-8.01802 7.35294e-06
-7.998 8.29756e-06
-7.97798 9.35858e-06
-7.95796 1.05497e-05
-7.93794 1.18861e-05
-7.91792 1.33847e-05
-7.8979 1.50642e-05
-7.87788 1.69454e-05
-7.85786 1.90514e-05
-7.83784 2.14076e-05
-7.81782 2.40423e-05
-7.7978 2.69869e-05
-7.77778 3.02757e-05
-7.75776 3.3947e-05
-7.73774 3.8043e-05
-7.71772 4.26101e-05
-7.6977 4.76996e-05
-7.67768 5.3368e-05
-7.65766 5.96775e-05
-7.63764 6.66965e-05
-7.61762 7.45002e-05
-7.5976 8.31714e-05
-7.57758 9.28009e-05
-7.55756 0.000103488
-7.53754 0.000115343
-7.51752 0.000128484
-7.4975 0.000143043
-7.47748 0.000159163
-7.45746 0.000177001
-7.43744 0.000196729
-7.41742 0.000218533
-7.3974 0.000242618
-7.37738 0.000269205
-7.35736 0.000298537
-7.33734 0.000330879
-7.31732 0.000366516
-7.2973 0.000405761
-7.27728 0.000448952
-7.25726 0.000496457
-7.23724 0.000548674
-7.21722 0.000606035
-7.1972 0.000669007
-7.17718 0.000738096
-7.15716 0.000813848
-7.13714 0.000896854
-7.11712 0.000987751
-7.0971 0.00108722
-7.07708 0.00119601
-7.05706 0.00131491
-7.03704 0.00144478
-7.01702 0.00158654
-6.997 0.00174118
-6.97698 0.00190974
-6.95696 0.00209338
-6.93694 0.0022933
-6.91692 0.0025108
-6.8969 0.00274728
-6.87688 0.00300421
-6.85686 0.00328317
-6.83684 0.00358584
-6.81682 0.00391403
-6.7968 0.00426963
-6.77678 0.00465467
-6.75676 0.00507129
-6.73674 0.00552177
-6.71672 0.00600853
-6.6967 0.0065341
-6.67668 0.00710119
-6.65666 0.00771262
-6.63664 0.0083714
-6.61662 0.00908067
-6.5966 0.00984375
-6.57658 0.0106641
-6.55656 0.0115454
-6.53654 0.0124914
-6.51652 0.0135062
-6.4965 0.0145939
-6.47648 0.0157588
-6.45646 0.0170055
-6.43644 0.0183387
-6.41642 0.0197632
-6.3964 0.0212841
-6.37638 0.0229067
-6.35636 0.0246364
-6.33634 0.0264787
-6.31632 0.0284393
-6.2963 0.0305241
-6.27628 0.0327391
-6.25626 0.0350905
-6.23624 0.0375845
-6.21622 0.0402275
-6.1962 0.043026
-6.17618 0.0459865
-6.15616 0.0491155
-6.13614 0.0524197
-6.11612 0.0559057
-6.0961 0.05958
-6.07608 0.0634493
-6.05606 0.0675199
-6.03604 0.0717982
-6.01602 0.0762905
-5.996 0.0810026
-5.97598 0.0859404
-5.95596 0.0911094
-5.93594 0.0965148
-5.91592 0.102161
-5.8959 0.108053
-5.87588 0.114195
-5.85586 0.120589
-5.83584 0.127239
-5.81582 0.134147
-5.7958 0.141315
-5.77578 0.148742
-5.75576 0.156429
-5.73574 0.164375
-5.71572 0.172577
-5.6957 0.181034
-5.67568 0.189739
