-10 3.01817e-21
-9.79798 1.82313e-20
-9.59596 1.04132e-19
-9.39394 5.77131e-19
-9.19192 3.10518e-18
-8.9899 1.62144e-17
-8.78788 8.21444e-17
-8.58586 4.03633e-16
-8.38384 1.92304e-15
-8.18182 8.88066e-15
-7.9798 3.97392e-14
-7.77778 1.72255e-13
-7.57576 7.23034e-13
-7.37374 2.93794e-12
-7.17172 1.15527e-11
-6.9697 4.39474e-11
-6.76768 1.6168e-10
-6.56566 5.75051e-10
-6.36364 1.97672e-09
-6.16162 6.56488e-09
-5.9596 2.10578e-08
-5.75758 6.52171e-08
-5.55556 1.94954e-07
-5.35354 5.62327e-07
-5.15152 1.56456e-06
-4.94949 4.19763e-06
-4.74747 1.08566e-05
-4.54545 2.706e-05
-4.34343 6.49796e-05
-4.14141 0.000150284
-3.93939 0.000334668
-3.73737 0.000717392
-3.53535 0.00147987
-3.33333 0.00293699
-3.13131 0.00560638
-2.92929 0.010291
-2.72727 0.0181607
-2.52525 0.030804
-2.32323 0.0502102
-2.12121 0.0786327
-1.91919 0.118294
-1.71717 0.170922
-1.51515 0.237162
-1.31313 0.315967
-1.11111 0.404146
-0.909091 0.496235
-0.707071 0.584862
-0.505051 0.661613
-0.30303 0.71832
-0.10101 0.748477
0.10101 0.748477
0.30303 0.71832
0.505051 0.661613
0.707071 0.584862
0.909091 0.496235
1.11111 0.404146
1.31313 0.315967
1.51515 0.237162
1.71717 0.170922
1.91919 0.118294
2.12121 0.0786327
2.32323 0.0502102
2.52525 0.030804
2.72727 0.0181607
2.92929 0.010291
3.13131 0.00560638
3.33333 0.00293699
3.53535 0.00147987
3.73737 0.000717392
3.93939 0.000334668
4.14141 0.000150284
4.34343 6.49796e-05
4.54545 2.706e-05
4.74747 1.08566e-05
4.94949 4.19763e-06
5.15152 1.56456e-06
5.35354 5.62327e-07
5.55556 1.94954e-07
5.75758 6.52171e-08
5.9596 2.10578e-08
6.16162 6.56488e-09
6.36364 1.97672e-09
6.56566 5.75052e-10
6.76768 1.6168e-10
6.9697 4.39471e-11
7.17172 1.15524e-11
7.37374 2.93793e-12
7.57576 7.22791e-13
7.77778 1.72316e-13
7.9798 3.95663e-14
8.18182 8.9071e-15
8.38384 1.92817e-15
8.58586 5.03107e-16
8.78788 1.32775e-16
8.9899 5.85269e-17
9.19192 2.32141e-16
9.39394 3.92109e-16
9.59596 2.53447e-16
9.79798 5.23985e-16
10 4.76321e-16
