-10 -0.101823 -0.0815521 -0.0659408
-9.69697 -0.0409671 -0.0814603 -0.0659029
-9.39394 -0.0403997 -0.081364 -0.0658627
-9.09091 -0.043865 -0.0812629 -0.06582
-8.78788 -0.0813422 -0.0811566 -0.0657746
-8.48485 -0.0734248 -0.0810447 -0.0657261
-8.18182 -0.114651 -0.0809267 -0.0656742
-7.87879 -0.103411 -0.0808022 -0.0656186
-7.57576 -0.0442126 -0.0806705 -0.0655589
-7.27273 -0.0812912 -0.0805311 -0.0654945
-6.9697 -0.0840169 -0.0803831 -0.065425
-6.66667 -0.0453317 -0.0802259 -0.0653497
-6.36364 -0.0804608 -0.0800586 -0.0652678
-6.06061 -0.100775 -0.07988 -0.0651784
-5.75758 -0.111647 -0.0796891 -0.0650805
-5.45455 -0.0610666 -0.0794845 -0.0649726
-5.15152 -0.0565096 -0.0792646 -0.0648534
-4.84848 -0.115122 -0.0790279 -0.0647209
-4.54545 -0.0684612 -0.078772 -0.0645726
-4.24242 -0.0792527 -0.0784948 -0.0644057
-3.93939 -0.0443801 -0.0781934 -0.0642164
-3.63636 -0.0554393 -0.0778645 -0.0639998
-3.33333 -0.109683 -0.0775041 -0.0637496
-3.0303 -0.104911 -0.0771075 -0.0634572
-2.72727 -0.0768163 -0.0766689 -0.0631112
-2.42424 -0.114055 -0.0761813 -0.0626952
-2.12121 -0.111812 -0.0756361 -0.0621856
-1.81818 -0.088978 -0.0750223 -0.0615468
-1.51515 -0.0918454 -0.0743261 -0.0607225
-1.21212 -0.0303404 -0.0735299 -0.0596182
-0.909091 -0.0317618 -0.0726103 -0.0580622
-0.606061 -0.0593266 -0.0715362 -0.0557059
-0.30303 -0.0365824 -0.0702652 -0.0517189
0 -0.0369249 -0.0687377 -0.0435144
0.30303 -0.0672599 -0.0668673 -0.0169531
0.606061 -0.0810271 -0.0645242 0.978369
0.909091 -0.0720706 -0.0615033 1.2593
1.21212 -0.0415781 -0.0574612 1.27824
1.51515 -0.0408872 -0.0517755 1.28503
1.81818 -0.0673004 -0.043191 1.28853
2.12121 -0.0636223 -0.0287453 1.29066
2.42424 -0.0421593 0.000586182 1.29209
2.72727 0.0511091 0.0903242 1.29312
3.0303 0.861838 0.847117 1.29389
3.33333 1.32603 1.33967 1.2945
3.63636 1.38629 1.40746 1.29498
3.93939 1.41551 1.43237 1.29538
4.24242 1.40436 1.44524 1.29572
4.54545 1.44582 1.45309 1.296
4.84848 1.50182 1.45838 1.29624
5.15152 1.47053 1.46218 1.29645
5.45455 1.44159 1.46504 1.29663
5.75758 1.48315 1.46727 1.2968
6.06061 1.49525 1.46907 1.29694
6.36364 1.46928 1.47054 1.29707
6.66667 1.43749 1.47177 1.29719
6.9697 1.51111 1.47281 1.29729
7.27273 1.48626 1.4737 1.29739
7.57576 1.47624 1.47447 1.29747
7.87879 1.44594 1.47515 1.29755
8.18182 1.48151 1.47575 1.29763
8.48485 1.4689 1.47628 1.2977
8.78788 1.50975 1.47676 1.29776
9.09091 1.46663 1.47719 1.29782
9.39394 1.45201 1.47758 1.29787
9.69697 1.46053 1.47793 1.29792
10 1.50119 1.47826 1.29797
10.303 1.49242 1.47855 1.29802
10.6061 1.52731 1.47882 1.29806
10.9091 1.4629 1.47908 1.2981
11.2121 1.51907 1.47931 1.29814
11.5152 1.44313 1.47953 1.29817
11.8182 1.47081 1.47973 1.29821
12.1212 1.43046 1.47992 1.29824
12.4242 1.50842 1.48009 1.29827
12.7273 1.5077 1.48026 1.2983
13.0303 1.45978 1.48041 1.29832
13.3333 1.44203 1.48056 1.29835
13.6364 1.51725 1.4807 1.29837
13.9394 1.50293 1.48083 1.2984
14.2424 1.43587 1.48095 1.29842
14.5455 1.47598 1.48107 1.29844
14.8485 1.52983 1.48118 1.29846
15.1515 1.50207 1.48128 1.29848
15.4545 1.45247 1.48138 1.2985
15.7576 1.47887 1.48148 1.29852
16.0606 1.51809 1.48157 1.29854
16.3636 1.44105 1.48166 1.29855
16.6667 1.4417 1.48174 1.29857
16.9697 1.47011 1.48182 1.29858
17.2727 1.46207 1.4819 1.2986
17.5758 1.49768 1.48197 1.29861
17.8788 1.51295 1.48204 1.29863
18.1818 1.44528 1.4821 1.29864
18.4848 1.43732 1.48217 1.29865
18.7879 1.43757 1.48223 1.29867
19.0909 1.47806 1.48229 1.29868
19.3939 1.51044 1.48235 1.29869
19.697 1.50161 1.4824 1.2987
20 1.47671 1.48246 1.29871
