-5 0.0384615 0.0384615 0
-4.94975 0.0392157 0.0372426 0.00197306
-4.8995 0.0399919 0.0360342 0.00395773
-4.84925 0.040791 0.0348467 0.00594437
-4.79899 0.041614 0.0336906 0.00792342
-4.74874 0.0424618 0.0325765 0.00988534
-4.69849 0.0433354 0.0315148 0.0118206
-4.64824 0.0442358 0.0305159 0.0137198
-4.59799 0.045164 0.0295904 0.0155736
-4.54774 0.0461214 0.0287488 0.0173726
-4.49749 0.0471089 0.0280015 0.0191075
-4.44724 0.048128 0.027359 0.0207691
-4.39698 0.04918 0.0268317 0.0223483
-4.34673 0.0502662 0.0264303 0.0238359
-4.29648 0.0513881 0.026165 0.0252231
-4.24623 0.0525473 0.0260465 0.0265007
-4.19598 0.0537454 0.0260852 0.0276601
-4.14573 0.0549841 0.0262916 0.0286925
-4.09548 0.0562653 0.0266762 0.0295891
-4.04523 0.0575909 0.0272494 0.0303415
-3.99497 0.0589629 0.0280217 0.0309412
-3.94472 0.0603834 0.0290036 0.0313797
-3.89447 0.0618547 0.0302057 0.0316491
-3.84422 0.0633792 0.0316383 0.031741
-3.79397 0.0649595 0.0333119 0.0316476
-3.74372 0.0665982 0.035237 0.0313611
-3.69347 0.0682981 0.0374242 0.0308739
-3.64322 0.0700622 0.0398839 0.0301784
-3.59296 0.0718938 0.0426265 0.0292674
-3.54271 0.0737963 0.0456626 0.0281337
-3.49246 0.0757731 0.0490026 0.0267705
-3.44221 0.0778282 0.052657 0.0251712
-3.39196 0.0799655 0.0566363 0.0233292
-3.34171 0.0821894 0.060951 0.0212385
-3.29146 0.0845045 0.0656115 0.018893
-3.24121 0.0869156 0.0706283 0.0162873
-3.19095 0.0894279 0.076012 0.0134159
-3.1407 0.092047 0.0817729 0.010274
-3.09045 0.0947787 0.0879217 0.00685703
-3.0402 0.0976293 0.0944686 0.00316071
-2.98995 0.100606 0.101424 -0.000818651
-2.9397 0.103715 0.10879 -0.00507565
-2.88945 0.106964 0.116549 -0.00958505
-2.8392 0.110363 0.124681 -0.0143185
-2.78894 0.113918 0.133165 -0.019247
-2.73869 0.117641 0.141982 -0.024341
-2.68844 0.12154 0.151111 -0.0295703
-2.63819 0.125627 0.160531 -0.0349039
-2.58794 0.129913 0.170224 -0.0403101
-2.53769 0.134411 0.180167 -0.0457564
-2.48744 0.139133 0.190343 -0.0512093
-2.43719 0.144095 0.200729 -0.0566344
-2.38693 0.14931 0.211307 -0.0619963
-2.33668 0.154797 0.222055 -0.0672583
-2.28643 0.160571 0.232954 -0.0723827
-2.23618 0.166653 0.243983 -0.0773304
-2.18593 0.173062 0.255123 -0.0820609
-2.13568 0.17982 0.266352 -0.0865322
-2.08543 0.186951 0.277651 -0.0907008
-2.03518 0.194479 0.289 -0.0945214
-1.98492 0.202432 0.300379 -0.0979468
-1.93467 0.210839 0.311767 -0.100928
-1.88442 0.21973 0.323144 -0.103414
-1.83417 0.229138 0.334489 -0.105351
-1.78392 0.239099 0.345784 -0.106685
-1.73367 0.24965 0.357007 -0.107357
-1.68342 0.260831 0.368138 -0.107307
-1.63317 0.272685 0.379158 -0.106472
-1.58291 0.285256 0.390045 -0.104789
-1.53266 0.298592 0.40078 -0.102189
-1.48241 0.31274 0.411343 -0.0986032
-1.43216 0.327752 0.421713 -0.0939609
-1.38191 0.343681 0.431871 -0.0881894
-1.33166 0.360579 0.441795 -0.0812154
-1.28141 0.378501 0.451466 -0.0729654
-1.23116 0.397497 0.460864 -0.063367
-1.1809 0.417618 0.469968 -0.0523503
-1.13065 0.438909 0.478758 -0.0398493
-1.0804 0.46141 0.487215 -0.0258044
-1.03015 0.485152 0.495317 -0.0101652
-0.979899 0.510151 0.503045 0.00710604
-0.929648 0.53641 0.510388 0.0260223
-0.879397 0.563908 0.517344 0.0465643
-0.829146 0.592599 0.523913 0.0686854
-0.778894 0.622403 0.530096 0.0923064
-0.728643 0.653202 0.535893 0.117309
-0.678392 0.68483 0.541303 0.143527
-0.628141 0.717072 0.546327 0.170745
-0.577889 0.74965 0.550964 0.198685
-0.527638 0.782227 0.555215 0.227011
-0.477387 0.8144 0.55908 0.25532
-0.427136 0.845705 0.562558 0.283148
-0.376884 0.875625 0.565649 0.309975
-0.326633 0.903596 0.568355 0.335241
-0.276382 0.929034 0.570673 0.358361
-0.226131 0.951353 0.572605 0.378747
-0.175879 0.969995 0.574151 0.395843
-0.125628 0.984463 0.575311 0.409152
-0.0753769 0.99435 0.576083 0.418267
-0.0251256 0.999369 0.57647 0.422899
0.0251256 0.999369 0.57647 0.422899
0.0753769 0.99435 0.576083 0.418267
0.125628 0.984463 0.575311 0.409152
0.175879 0.969995 0.574151 0.395843
0.226131 0.951353 0.572605 0.378747
0.276382 0.929034 0.570673 0.358361
